Facility Type,School Type,School District,School Name,Address,6-12 Grade Enrollment,Total Enrollment,Average Up to Date Rate,Average Exemption Rate,Average In Process Rate,Average Incomplete Record Rate,Average No Record Rate,HepB: Up to Date Rate,HepB: Medical Exemptions Rate,HepB: Religious Exemptions Rate,HepB: Personal Exemptions Rate,HepB: In Process Rate,HepB: McKinny-Vento Exemptions Rate,HepB: Incomplete Record Rate,HepB: No Record Rate,Dtap: Up to Date Rate,Dtap: Medical Exemptions Rate,Dtap: Religious Exemptions Rate,Dtap: Personal Exemptions Rate,Dtap: In Process Rate,Dtap: McKinny-Vento Exemptions Rate,Dtap: Incomplete Record Rate,Dtap: No Record Rate,Polio: Up to Date Rate,Polio: Medical Exemptions Rate,Polio: Religious Exemptions Rate,Polio: Personal Exemptions Rate,Polio: In Process Rate,Polio: McKinny-Vento Exemptions Rate,Polio: Incomplete Record Rate,Polio: No Record Rate,MMR: Up to Date Rate,MMR: Medical Exemptions Rate,MMR: Religious Exemptions Rate,MMR: Personal Exemptions Rate,MMR: In Process Rate,MMR: McKinny-Vento Exemptions Rate,MMR: Incomplete Record Rate,MMR: No Record Rate,Varicella: Up to Date Rate,Varicella: Medical Exemptions Rate,Varicella: Religious Exemptions Rate,Varicella: Personal Exemptions Rate,Varicella: In Process Rate,Varicella: McKinny-Vento Exemptions Rate,Varicella: Incomplete Record Rate,Varicella: No Record Rate,Tdap: Up to Date,Tdap: Medical Exemptions,Tdap: Religious Exemptions,Tdap: Personal Exemptions,Tdap: In Process,Tdap: McKinny-Vento Exemptions,Tdap: Incomplete Record,Tdap: No Record,Street Address,Zipcode,ADDRESS,CHARTER,CITY,DISTRICT_NAME,DISTRICT_NUMBER,DISTRICT_SETTING,HIGHEST_GRADE,LOWEST_GRADE,PHONE,SCHOOL_CODE,SCHOOL_NAME,STATE,ZIPCODE
PUBLIC,Elementary,THOMPSON R2-J,STANSBERRY ELEMENTARY SCHOOL,"407 EAST 42ND STREET LOVELAND, CO 80538",0.0,202.0,0.9446,0.0515,0.004,0.0,0.0,0.9554,0.0,0.0099,0.0347,0.0,0.0,0.0,0.0,0.9455,0.0,0.0099,0.0446,0.0,0.0,0.0,0.0,0.9455,0.0,0.0099,0.0446,0.0,0.0,0.0,0.0,0.9406,0.0,0.0099,0.0396,0.0099,0.0,0.0,0.0,0.9356,0.0,0.0099,0.0446,0.0099,0.0,0.0,0.0,,,,,,,,,407 EAST 42ND STREET LOVELAND,80538,407 EAST 42ND STREET,False,LOVELAND,THOMPSON R2-J,1560,Urban-Suburban,5th Grade,Kindergarten,9706136800,7650,STANSBERRY ELEMENTARY SCHOOL,CO,80538
PUBLIC,High,STEAMBOAT SPRINGS RE-2,STEAMBOAT SPRINGS HIGH SCHOOL,"45 EAST MAPLE STREET STEAMBOAT SPRINGS, CO 80487",767.0,767.0,0.9372,0.0615,0.0013,0.0,0.0,0.9413,0.0,0.0026,0.0548,0.0013,0.0,0.0,0.0,0.9583,0.0,0.0013,0.0391,0.0013,0.0,0.0,0.0,0.9426,0.0,0.0013,0.0548,0.0013,0.0,0.0,0.0,0.9231,0.0013,0.0013,0.073,0.0013,0.0,0.0,0.0,0.9061,0.0,0.0026,0.09,0.0013,0.0,0.0,0.0,0.9518,0.0,0.0,0.0469,0.0013,0.0,0.0,0.0,45 EAST MAPLE STREET STEAMBOAT SPRINGS,80487,45 EAST MAPLE STREET,False,STEAMBOAT SPRINGS,STEAMBOAT SPRINGS RE-2,2770,Outlying City,12th Grade,9th Grade,9708713699,8212,STEAMBOAT SPRINGS HIGH SCHOOL,CO,80487
PUBLIC,Middle,STEAMBOAT SPRINGS RE-2,STEAMBOAT SPRINGS MIDDLE SCHOOL,"39610 AMETHYST DRIVE STEAMBOAT SPRINGS, CO 80487",605.0,605.0,0.938,0.0584,0.0008,0.0,0.0,0.924,0.0,0.0017,0.0727,0.0017,0.0,0.0,0.0,0.962,0.0,0.0,0.0364,0.0017,0.0,0.0,0.0,0.9421,0.0,0.0,0.0562,0.0017,0.0,0.0,0.0,0.9455,0.0017,0.0,0.0529,0.0,0.0,0.0,0.0,0.8959,0.0,0.0017,0.081,0.0,0.0,0.0,0.0,0.9587,0.0,0.0,0.0463,0.0,0.0,0.0,0.0,39610 AMETHYST DRIVE STEAMBOAT SPRINGS,80487,39610 AMETHYST DRIVE,False,STEAMBOAT SPRINGS,STEAMBOAT SPRINGS RE-2,2770,Outlying City,8th Grade,6th Grade,9708791058,8210,STEAMBOAT SPRINGS MIDDLE SCHOOL,CO,80487
PUBLIC,Elementary,DENVER COUNTY 1,STECK ELEMENTARY SCHOOL,"450  ALBION STREET DENVER, CO 80220",0.0,328.0,0.9378,0.0311,0.0024,0.0256,0.0,0.9024,0.0091,0.0,0.0396,0.0091,0.003,0.0366,0.0,0.9543,0.003,0.0,0.0213,0.003,0.003,0.0152,0.0,0.9482,0.003,0.0,0.0244,0.0,0.003,0.0213,0.0,0.9482,0.003,0.0,0.0213,0.0,0.003,0.0244,0.0,0.936,0.0091,0.0,0.0213,0.0,0.003,0.0305,0.0,,,,,,,,,450  ALBION STREET DENVER,80220,450  ALBION STREET,False,DENVER,DENVER COUNTY 1,0880,Denver Metro,5th Grade,Preschool,7204243870,8222,STECK ELEMENTARY SCHOOL,CO,80220
PUBLIC,Elementary,DENVER COUNTY 1,STEDMAN ELEMENTARY SCHOOL,"2940 DEXTER STREET DENVER, CO 80207",0.0,191.0,0.9204,0.0063,0.0105,0.0314,0.0314,0.9372,0.0,0.0,0.0105,0.0,0.0,0.0209,0.0314,0.9162,0.0,0.0,0.0052,0.0157,0.0,0.0314,0.0314,0.911,0.0,0.0,0.0052,0.0105,0.0,0.0419,0.0314,0.9215,0.0,0.0,0.0052,0.0105,0.0,0.0314,0.0314,0.9162,0.0,0.0,0.0052,0.0157,0.0,0.0314,0.0314,,,,,,,,,2940 DEXTER STREET DENVER,80207,2940 DEXTER STREET,False,DENVER,DENVER COUNTY 1,0880,Denver Metro,5th Grade,Preschool,7204243800,8232,STEDMAN ELEMENTARY SCHOOL,CO,80207
PUBLIC,Elementary,COLORADO SPRINGS 11,STEELE ELEMENTARY SCHOOL,"1720 NORTH WEBER STREET COLORADO SPRINGS, CO 80907",0.0,303.0,0.897,0.0634,0.0099,0.0264,0.0,0.9109,0.0,0.0033,0.0594,0.0,0.0033,0.0231,0.0,0.8977,0.0,0.0033,0.0594,0.0165,0.0033,0.0198,0.0,0.8845,0.0,0.0033,0.0627,0.0132,0.0033,0.033,0.0,0.901,0.0,0.0033,0.0594,0.0066,0.0033,0.0264,0.0,0.8911,0.0,0.0033,0.0594,0.0132,0.0033,0.0297,0.0,,,,,,,,,1720 NORTH WEBER STREET COLORADO SPRINGS,80907,320 SOUTH MARION PARKWAY,False,DENVER,DENVER COUNTY 1,0880,Denver Metro,5th Grade,Kindergarten,7204243720,8242,STEELE ELEMENTARY SCHOOL,CO,80209
PUBLIC,Elementary,COLORADO SPRINGS 11,STEELE ELEMENTARY SCHOOL,"1720 NORTH WEBER STREET COLORADO SPRINGS, CO 80907",0.0,303.0,0.897,0.0634,0.0099,0.0264,0.0,0.9109,0.0,0.0033,0.0594,0.0,0.0033,0.0231,0.0,0.8977,0.0,0.0033,0.0594,0.0165,0.0033,0.0198,0.0,0.8845,0.0,0.0033,0.0627,0.0132,0.0033,0.033,0.0,0.901,0.0,0.0033,0.0594,0.0066,0.0033,0.0264,0.0,0.8911,0.0,0.0033,0.0594,0.0132,0.0033,0.0297,0.0,,,,,,,,,1720 NORTH WEBER STREET COLORADO SPRINGS,80907,1720 NORTH WEBER STREET,False,COLORADO SPRINGS,COLORADO SPRINGS 11,1010,Urban-Suburban,5th Grade,Kindergarten,7193284700,8246,STEELE ELEMENTARY SCHOOL,CO,80907
PUBLIC,Elementary,DENVER COUNTY 1,STEELE ELEMENTARY SCHOOL,"320 SOUTH MARION PARKWAY DENVER, CO 80209",0.0,472.0,0.9237,0.028,0.0004,0.0436,0.0042,0.9258,0.0,0.0,0.0339,0.0,0.0,0.036,0.0042,0.9322,0.0,0.0,0.0191,0.0,0.0,0.0445,0.0042,0.9237,0.0,0.0,0.0254,0.0021,0.0,0.0445,0.0042,0.928,0.0,0.0,0.0212,0.0,0.0,0.0466,0.0042,0.9089,0.0,0.0,0.0403,0.0,0.0,0.0466,0.0042,,,,,,,,,320 SOUTH MARION PARKWAY DENVER,80209,320 SOUTH MARION PARKWAY,False,DENVER,DENVER COUNTY 1,0880,Denver Metro,5th Grade,Kindergarten,7204243720,8242,STEELE ELEMENTARY SCHOOL,CO,80209
PUBLIC,Elementary,DENVER COUNTY 1,STEELE ELEMENTARY SCHOOL,"320 SOUTH MARION PARKWAY DENVER, CO 80209",0.0,472.0,0.9237,0.028,0.0004,0.0436,0.0042,0.9258,0.0,0.0,0.0339,0.0,0.0,0.036,0.0042,0.9322,0.0,0.0,0.0191,0.0,0.0,0.0445,0.0042,0.9237,0.0,0.0,0.0254,0.0021,0.0,0.0445,0.0042,0.928,0.0,0.0,0.0212,0.0,0.0,0.0466,0.0042,0.9089,0.0,0.0,0.0403,0.0,0.0,0.0466,0.0042,,,,,,,,,320 SOUTH MARION PARKWAY DENVER,80209,1720 NORTH WEBER STREET,False,COLORADO SPRINGS,COLORADO SPRINGS 11,1010,Urban-Suburban,5th Grade,Kindergarten,7193284700,8246,STEELE ELEMENTARY SCHOOL,CO,80907
PUBLIC,Elementary,ADAMS 12 FIVE STAR SCHOOLS,STELLAR ELEMENTARY SCHOOL,"3901 EAST 124TH AVENUE THORNTON, CO 80241",0.0,607.0,0.9815,0.0129,0.0,0.0046,0.0,0.9868,0.0,0.0,0.0115,0.0,0.0016,0.0,0.0,0.9852,0.0016,0.0,0.0115,0.0,0.0,0.0016,0.0,0.9769,0.0016,0.0,0.0132,0.0,0.0016,0.0066,0.0,0.9802,0.0,0.0016,0.0115,0.0,0.0,0.0066,0.0,0.9786,0.0,0.0,0.0115,0.0,0.0016,0.0082,0.0,,,,,,,,,3901 EAST 124TH AVENUE THORNTON,80241,3901 EAST 124TH AVENUE,False,THORNTON,ADAMS 12 FIVE STAR SCHOOLS,0020,Denver Metro,5th Grade,Kindergarten,7209722340,8225,STELLAR ELEMENTARY SCHOOL,CO,80241
PUBLIC,Elem/Middle,ADAMS 12 FIVE STAR SCHOOLS,STEM LAB,"11700 IRMA DRIVE NORTHGLENN, CO 80233",160.0,471.0,0.963,0.0334,0.0,0.0036,0.0,0.9682,0.0,0.0042,0.0276,0.0,0.0,0.0,0.0,0.9682,0.0,0.0042,0.0276,0.0,0.0,0.0,0.0,0.966,0.0,0.0042,0.0297,0.0,0.0,0.0,0.0,0.9618,0.0021,0.0042,0.0297,0.0,0.0,0.0021,0.0,0.9618,0.0021,0.0042,0.0297,0.0,0.0,0.0021,0.0,0.9313,0.0,0.0063,0.0188,0.0,0.0,0.0438,0.0,11700 IRMA DRIVE NORTHGLENN,80233,11700 IRMA DRIVE,False,NORTHGLENN,ADAMS 12 FIVE STAR SCHOOLS,0020,Denver Metro,8th Grade,Kindergarten,7209724000,8275,STEM LAB,CO,80233
PUBLIC,Elem/Middle,ADAMS 12 FIVE STAR SCHOOLS,STEM LAUNCH,"9450 PECOS STREET THORNTON, CO 80206",500.0,904.0,0.9871,0.0122,0.0004,0.0004,0.0,0.9934,0.0022,0.0011,0.0022,0.0011,0.0,0.0,0.0,0.9889,0.0011,0.0022,0.0077,0.0,0.0,0.0,0.0,0.9867,0.0022,0.0033,0.0077,0.0,0.0,0.0,0.0,0.9889,0.0022,0.0022,0.0055,0.0,0.0,0.0011,0.0,0.9823,0.0022,0.0033,0.01,0.0011,0.0,0.0011,0.0,0.978,0.002,0.004,0.016,0.0,0.0,0.0,0.0,9450 PECOS STREET THORNTON,80206,9450 PECOS STREET,False,THORNTON,ADAMS 12 FIVE STAR SCHOOLS,0020,Denver Metro,8th Grade,Kindergarten,7209725120,8310,STEM LAUNCH,CO,80206
PUBLIC,Elementary,DENVER COUNTY 1,STEPHEN KNIGHT CENTER FOR EARLY EDUCATION,"3245 EAST EXPOSITION AVENUE DENVER, CO 80209",0.0,109.0,0.8936,0.0,0.0,0.0697,0.0367,0.8624,0.0,0.0,0.0,0.0,0.0,0.1009,0.0367,0.8899,0.0,0.0,0.0,0.0,0.0,0.0734,0.0367,0.8899,0.0,0.0,0.0,0.0,0.0,0.0734,0.0367,0.9083,0.0,0.0,0.0,0.0,0.0,0.055,0.0367,0.9174,0.0,0.0,0.0,0.0,0.0,0.0459,0.0367,,,,,,,,,3245 EAST EXPOSITION AVENUE DENVER,80209,3245 EAST EXPOSITION AVENUE,False,DENVER,DENVER COUNTY 1,0880,Denver Metro,Kindergarten,Preschool,7204246500,8149,STEPHEN KNIGHT CENTER FOR EARLY EDUCATION,CO,80209
PUBLIC,High,VALLEY RE-1,STERLING HIGH SCHOOL,"407 WEST BROADWAY STERLING, CO 80751",520.0,520.0,0.9744,0.0157,0.0,0.0099,0.0,0.9846,0.0,0.0038,0.0077,0.0,0.0,0.0038,0.0,0.9827,0.0,0.0019,0.0135,0.0,0.0,0.0019,0.0,0.9827,0.0,0.0019,0.0115,0.0,0.0,0.0038,0.0,0.9615,0.0019,0.0038,0.0212,0.0,0.0,0.0115,0.0,0.95,0.0019,0.0038,0.0135,0.0,0.0,0.0308,0.0,0.9846,0.0,0.0019,0.0058,0.0,0.0,0.0077,0.0,407 WEST BROADWAY STERLING,80751,407 WEST BROADWAY,False,STERLING,VALLEY RE-1,1828,Outlying City,12th Grade,9th Grade,9705222944,8260,STERLING HIGH SCHOOL,CO,80751
PUBLIC,Middle,VALLEY RE-1,STERLING MIDDLE SCHOOL,"1177 PAWNEE STREET STERLING, CO 80751",434.0,434.0,0.9827,0.0108,0.0,0.0065,0.0,0.9747,0.0,0.0,0.0046,0.0,0.0,0.0207,0.0,0.9885,0.0023,0.0,0.0092,0.0,0.0,0.0,0.0,0.9885,0.0,0.0,0.0046,0.0,0.0,0.0069,0.0,0.9885,0.0023,0.0,0.0069,0.0,0.0,0.0023,0.0,0.9862,0.0023,0.0,0.0115,0.0,0.0,0.0,0.0,0.97,0.0023,0.0,0.0184,0.0,0.0,0.0092,0.0,1177 PAWNEE STREET STERLING,80751,1177 PAWNEE STREET,False,STERLING,VALLEY RE-1,1828,Outlying City,8th Grade,6th Grade,9705221041,8256,STERLING MIDDLE SCHOOL,CO,80751
PUBLIC,Elementary,FALCON 49,STETSON ELEMENTARY SCHOOL,"4910 JEDEDIAH SMITH ROAD COLORADO SPRINGS, CO 80922",0.0,497.0,0.9541,0.0451,0.0008,0.0,0.0,0.9537,0.0,0.0101,0.0342,0.002,0.0,0.0,0.0,0.9577,0.0,0.0101,0.0302,0.002,0.0,0.0,0.0,0.9537,0.0,0.008,0.0362,0.0,0.0,0.0,0.0,0.9557,0.0,0.0121,0.0342,0.0,0.0,0.0,0.0,0.9497,0.002,0.0121,0.0362,0.0,0.0,0.0,0.0,,,,,,,,,4910 JEDEDIAH SMITH ROAD COLORADO SPRINGS,80922,4910 JEDEDIAH SMITH ROAD,False,COLORADO SPRINGS,DISTRICT 49,1110,Urban-Suburban,5th Grade,Preschool,7194955252,8266,STETSON ELEMENTARY SCHOOL,CO,80922
PUBLIC,Elementary,JEFFERSON COUNTY R-1,STEVENS ELEMENTARY SCHOOL,"4001 REED STREET WHEAT RIDGE, CO 80033",50.0,377.0,0.9602,0.0093,0.0062,0.0243,0.0,0.9708,0.0,0.0053,0.0027,0.0106,0.0,0.0106,0.0,0.9735,0.0,0.0053,0.0027,0.0,0.0,0.0186,0.0,0.9655,0.0,0.0053,0.0027,0.0,0.0,0.0265,0.0,0.9735,0.0,0.0053,0.0027,0.0,0.0,0.0186,0.0,0.9337,0.0,0.0053,0.0027,0.0186,0.0,0.0398,0.0,0.84,0.0,0.04,0.02,0.02,0.0,0.08,0.0,4001 REED STREET WHEAT RIDGE,80033,4001 REED STREET,False,WHEAT RIDGE,JEFFERSON COUNTY R-1,1420,Denver Metro,5th Grade,Preschool,3039822198,8223,STEVENS ELEMENTARY SCHOOL,CO,80033
PUBLIC,Elem/Middle,CHARTER SCHOOL INSTITUTE,STONE CREEK SCHOOL,"0375 YODER AVE AVON, CO 81620",87.0,279.0,0.8644,0.0675,0.0682,0.0,0.0,0.8961,0.0072,0.0143,0.0394,0.043,0.0,0.0,0.0,0.8925,0.0072,0.0143,0.0394,0.0466,0.0,0.0,0.0,0.8817,0.0072,0.0143,0.0466,0.0502,0.0,0.0,0.0,0.871,0.0072,0.0143,0.0502,0.0573,0.0,0.0,0.0,0.8638,0.0072,0.0143,0.0538,0.0609,0.0,0.0,0.0,0.5977,0.0,0.023,0.046,0.3333,0.0,0.0,0.0,0375 YODER AVE AVON,81620,20 LINDBERGH DRIVE,True,GYPSUM,CHARTER SCHOOL INSTITUTE,8001,Urban-Suburban,8th Grade,Kindergarten,9707484535,0653,STONE CREEK SCHOOL,CO,81637
PUBLIC,Elementary,DOUGLAS COUNTY RE 1,STONE MOUNTAIN ELEMENTARY,"10625 WEATHERSFIELD WAY HIGHLANDS RANCH, CO 80129",98.0,586.0,0.8999,0.0056,0.0,0.0945,0.0,0.942,0.0,0.0017,0.0034,0.0,0.0,0.0529,0.0,0.9249,0.0,0.0017,0.0034,0.0,0.0,0.07,0.0,0.9113,0.0017,0.0017,0.0034,0.0,0.0,0.0819,0.0,0.9386,0.0,0.0017,0.0051,0.0,0.0,0.0546,0.0,0.9198,0.0,0.0017,0.0034,0.0,0.0,0.0751,0.0,0.0816,0.0,0.0,0.0,0.0,0.0,0.9184,0.0,10625 WEATHERSFIELD WAY HIGHLANDS RANCH,80129,10625 WEATHERSFIELD WAY,False,HIGHLANDS RANCH,DOUGLAS COUNTY RE 1,0900,Denver Metro,6th Grade,Preschool,7206418117,2953,STONE MOUNTAIN ELEMENTARY,CO,80129
PUBLIC,Elementary,JEFFERSON COUNTY R-1,STONY CREEK ELEMENTARY SCHOOL,"7203 SOUTH EVERETT LITTLETON, CO 80128",63.0,419.0,0.9703,0.012,0.0,0.0097,0.0056,0.9809,0.0,0.0,0.0119,0.0,0.0,0.0024,0.0048,0.9857,0.0,0.0,0.0024,0.0,0.0,0.0072,0.0048,0.9785,0.0,0.0,0.0143,0.0,0.0024,0.0,0.0048,0.9809,0.0024,0.0,0.0119,0.0,0.0,0.0,0.0048,0.969,0.0024,0.0,0.0143,0.0,0.0024,0.0,0.0048,0.6825,0.0,0.0,0.0159,0.0,0.0,0.2698,0.0317,7203 SOUTH EVERETT LITTLETON,80128,7203 SOUTH EVERETT,False,LITTLETON,JEFFERSON COUNTY R-1,1420,Denver Metro,5th Grade,Preschool,3039824120,8280,STONY CREEK ELEMENTARY SCHOOL,CO,80128
PUBLIC,Elementary,JEFFERSON COUNTY R-1,STOTT ELEMENTARY SCHOOL,"6600 YANK WAY ARVADA, CO 80004",30.0,276.0,0.961,0.0255,0.0,0.005,0.0,0.9674,0.0072,0.0,0.0181,0.0,0.0072,0.0,0.0,0.9746,0.0072,0.0,0.0072,0.0,0.0072,0.0036,0.0,0.9565,0.0036,0.0072,0.0181,0.0,0.0072,0.0072,0.0,0.9638,0.0072,0.0036,0.0181,0.0,0.0072,0.0,0.0,0.9565,0.0072,0.0036,0.0181,0.0,0.0072,0.0072,0.0,0.8333,0.0,0.0,0.0333,0.0,0.0667,0.0667,0.0,6600 YANK WAY ARVADA,80004,6600 YANK WAY,False,ARVADA,JEFFERSON COUNTY R-1,1420,Denver Metro,5th Grade,Preschool,3039822638,8300,STOTT ELEMENTARY SCHOOL,CO,80004
PUBLIC,Elementary,POUDRE R-1,STOVE PRAIRIE ELEMENTARY SCHOOL,"3891 STOVE PRAIRIE ROAD BELLVUE, CO 80512",0.0,41.0,0.8049,0.1854,0.0098,0.0,0.0,0.878,0.0,0.0,0.122,0.0,0.0,0.0,0.0,0.8049,0.0,0.0,0.1951,0.0,0.0,0.0,0.0,0.8293,0.0,0.0,0.1707,0.0,0.0,0.0,0.0,0.7561,0.0,0.0,0.2195,0.0244,0.0,0.0,0.0,0.7561,0.0,0.0,0.2195,0.0244,0.0,0.0,0.0,,,,,,,,,3891 STOVE PRAIRIE ROAD BELLVUE,80512,3891 STOVE PRAIRIE ROAD,False,BELLVUE,POUDRE R-1,1550,Urban-Suburban,5th Grade,Kindergarten,9704886575,8318,STOVE PRAIRIE ELEMENTARY SCHOOL,CO,80512
PUBLIC,Elementary,STRASBURG 31J,STRASBURG ELEMENTARY SCHOOL,"56729 EAST COLORADO AVENUE STRASBURG, CO 80136",0.0,434.0,0.9613,0.0129,0.0,0.0258,0.0,0.9816,0.0,0.0,0.0023,0.0,0.0,0.0161,0.0,0.9539,0.0,0.0,0.0161,0.0,0.0,0.03,0.0,0.9585,0.0,0.0,0.0184,0.0,0.0,0.023,0.0,0.9562,0.0,0.0,0.0138,0.0,0.0,0.03,0.0,0.9562,0.0,0.0,0.0138,0.0,0.0,0.03,0.0,,,,,,,,,56729 EAST COLORADO AVENUE STRASBURG,80136,56729 EAST COLORADO AVENUE,False,STRASBURG,STRASBURG 31J,0060,Remote,5th Grade,Preschool,3036229211,8328,STRASBURG ELEMENTARY SCHOOL,CO,80136
PUBLIC,High,STRASBURG 31J,STRASBURG HIGH SCHOOL,"56729 EAST COLORADO AVENUE STRASBURG, CO 80136",354.0,354.0,0.9576,0.0038,0.0,0.0386,0.0,0.9887,0.0,0.0028,0.0,0.0,0.0,0.0085,0.0,0.9915,0.0,0.0028,0.0,0.0,0.0,0.0056,0.0,0.9548,0.0,0.0028,0.0,0.0,0.0,0.0424,0.0,0.9802,0.0,0.0028,0.0,0.0,0.0,0.0169,0.0,0.8955,0.0028,0.0028,0.0,0.0,0.0,0.0989,0.0,0.935,0.0028,0.0028,0.0,0.0,0.0,0.0593,0.0,56729 EAST COLORADO AVENUE STRASBURG,80136,56729 EAST COLORADO AVENUE,False,STRASBURG,STRASBURG 31J,0060,Remote,12th Grade,9th Grade,3036229211,8334,STRASBURG HIGH SCHOOL,CO,80136
PUBLIC,Elementary,HARRISON 2,STRATMOOR HILLS ELEMENTARY SCHOOL,"200 LOOMIS AVENUE COLORADO SPRINGS, CO 80906",0.0,266.0,0.8887,0.0083,0.0075,0.0376,0.0,0.8835,0.0,0.0,0.0038,0.0,0.0,0.0,0.0,0.906,0.0038,0.0,0.0038,0.0038,0.0,0.0376,0.0,0.8872,0.0038,0.0,0.0038,0.0075,0.0,0.0526,0.0,0.8872,0.0075,0.0,0.0038,0.0113,0.0,0.0451,0.0,0.8797,0.0075,0.0,0.0038,0.015,0.0,0.0526,0.0,,,,,,,,,200 LOOMIS AVENUE COLORADO SPRINGS,80906,200 LOOMIS AVENUE,False,COLORADO SPRINGS,HARRISON 2,0980,Urban-Suburban,5th Grade,Preschool,7195792185,8337,STRATMOOR HILLS ELEMENTARY SCHOOL,CO,80906
PUBLIC,Elementary,COLORADO SPRINGS 11,STRATTON ELEMENTARY SCHOOL,"2460 PASEO ROAD COLORADO SPRINGS, CO 80907",0.0,310.0,0.9258,0.0226,0.0516,0.0,0.0,0.9258,0.0065,0.0032,0.0129,0.0516,0.0,0.0,0.0,0.9258,0.0065,0.0032,0.0129,0.0516,0.0,0.0,0.0,0.9258,0.0065,0.0032,0.0129,0.0516,0.0,0.0,0.0,0.9258,0.0065,0.0032,0.0129,0.0516,0.0,0.0,0.0,0.9258,0.0065,0.0032,0.0129,0.0516,0.0,0.0,0.0,,,,,,,,,2460 PASEO ROAD COLORADO SPRINGS,80907,6 MAIN,False,STRATTON,STRATTON R-4,1480,Remote,5th Grade,Preschool,7193485521,8342,STRATTON ELEMENTARY SCHOOL,CO,80836
PUBLIC,Elementary,COLORADO SPRINGS 11,STRATTON ELEMENTARY SCHOOL,"2460 PASEO ROAD COLORADO SPRINGS, CO 80907",0.0,310.0,0.9258,0.0226,0.0516,0.0,0.0,0.9258,0.0065,0.0032,0.0129,0.0516,0.0,0.0,0.0,0.9258,0.0065,0.0032,0.0129,0.0516,0.0,0.0,0.0,0.9258,0.0065,0.0032,0.0129,0.0516,0.0,0.0,0.0,0.9258,0.0065,0.0032,0.0129,0.0516,0.0,0.0,0.0,0.9258,0.0065,0.0032,0.0129,0.0516,0.0,0.0,0.0,,,,,,,,,2460 PASEO ROAD COLORADO SPRINGS,80907,2460 PASEO ROAD,False,COLORADO SPRINGS,COLORADO SPRINGS 11,1010,Urban-Suburban,5th Grade,Preschool,7193283400,8346,STRATTON ELEMENTARY SCHOOL,CO,80907
PUBLIC,Elementary,STRATTON R-4,STRATTON ELEMENTARY SCHOOL,"6 MAIN STRATTON, CO 80836",0.0,114.0,0.9018,0.0561,0.0,0.0333,0.0088,0.9298,0.0,0.0,0.0526,0.0,0.0,0.0088,0.0088,0.8947,0.0,0.0,0.0614,0.0,0.0,0.0351,0.0088,0.886,0.0,0.0,0.0614,0.0,0.0,0.0439,0.0088,0.8947,0.0,0.0,0.0526,0.0,0.0,0.0439,0.0088,0.9035,0.0,0.0,0.0526,0.0,0.0,0.0351,0.0088,,,,,,,,,6 MAIN STRATTON,80836,6 MAIN,False,STRATTON,STRATTON R-4,1480,Remote,5th Grade,Preschool,7193485521,8342,STRATTON ELEMENTARY SCHOOL,CO,80836
PUBLIC,Elementary,STRATTON R-4,STRATTON ELEMENTARY SCHOOL,"6 MAIN STRATTON, CO 80836",0.0,114.0,0.9018,0.0561,0.0,0.0333,0.0088,0.9298,0.0,0.0,0.0526,0.0,0.0,0.0088,0.0088,0.8947,0.0,0.0,0.0614,0.0,0.0,0.0351,0.0088,0.886,0.0,0.0,0.0614,0.0,0.0,0.0439,0.0088,0.8947,0.0,0.0,0.0526,0.0,0.0,0.0439,0.0088,0.9035,0.0,0.0,0.0526,0.0,0.0,0.0351,0.0088,,,,,,,,,6 MAIN STRATTON,80836,2460 PASEO ROAD,False,COLORADO SPRINGS,COLORADO SPRINGS 11,1010,Urban-Suburban,5th Grade,Preschool,7193283400,8346,STRATTON ELEMENTARY SCHOOL,CO,80907
PUBLIC,Elementary,HARRISON 2,STRATTON MEADOWS ELEMENTARY SCHOOL,"610 BROOKSHIRE AVENUE COLORADO SPRINGS, CO 80906",0.0,363.0,0.8975,0.0298,0.0083,0.059,0.0,0.9036,0.0028,0.0055,0.022,0.0,0.0,0.0634,0.0,0.9036,0.0,0.0055,0.022,0.0,0.0,0.0579,0.0,0.8981,0.0,0.0055,0.0248,0.0083,0.0,0.0606,0.0,0.8926,0.0,0.0055,0.0248,0.0165,0.0,0.0551,0.0,0.8898,0.0,0.0055,0.0248,0.0165,0.0,0.0579,0.0,,,,,,,,,610 BROOKSHIRE AVENUE COLORADO SPRINGS,80906,610 BROOKSHIRE AVENUE,False,COLORADO SPRINGS,HARRISON 2,0980,Urban-Suburban,5th Grade,Preschool,7195792190,8350,STRATTON MEADOWS ELEMENTARY SCHOOL,CO,80906
PUBLIC,Middle,STRATTON R-4,STRATTON MIDDLE SCHOOL,"219 ILLINOIS AVENUE STRATTON, CO 80836",36.0,36.0,0.9074,0.0556,0.0,0.0093,0.0278,0.9167,0.0,0.0,0.0556,0.0,0.0,0.0,0.0278,0.9167,0.0,0.0,0.0556,0.0,0.0,0.0,0.0278,0.9167,0.0,0.0,0.0556,0.0,0.0,0.0,0.0278,0.8889,0.0,0.0,0.0556,0.0,0.0,0.0278,0.0278,0.8889,0.0,0.0,0.0556,0.0,0.0,0.0278,0.0278,0.9167,0.0,0.0,0.0556,0.0,0.0,0.0,0.0278,219 ILLINOIS AVENUE STRATTON,80836,219 ILLINOIS AVENUE,False,STRATTON,STRATTON R-4,1480,Remote,8th Grade,6th Grade,7193485369,8351,STRATTON MIDDLE SCHOOL,CO,80836
